"File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR",,
"ENCFF083FUX	bam	bam		alignments	GRCh38	ENCSR447WLU	total RNA-seq	/human-donors/ENCDO623FPG/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-04-29	ENCODE				1	1_1		101					/files/ENCFF598IDH/"," /files/ENCFF844YUA/	2254552141	ENCODE Processing Pipeline	07900568517eef2e159a25cb43409e49		https://www.encodeproject.org/files/ENCFF083FUX/@@download/ENCFF083FUX.bam	V29			released	s3://encode-public/2022/04/14/4769d5da-8a5e-4686-8765-cfcc7f2a327c/ENCFF083FUX.bam	https://datasetencode.blob.core.windows.net/dataset/2022/04/14/4769d5da-8a5e-4686-8765-cfcc7f2a327c/ENCFF083FUX.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF312KDF	bam	bam		transcriptome alignments	GRCh38	ENCSR447WLU	total RNA-seq	/human-donors/ENCDO623FPG/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-04-29	ENCODE				1	1_1		101					/files/ENCFF598IDH/"," /files/ENCFF844YUA/	1582107259	ENCODE Processing Pipeline	d87b301ffb926b53f0b2318f8355a46e		https://www.encodeproject.org/files/ENCFF312KDF/@@download/ENCFF312KDF.bam	V29			released	s3://encode-public/2022/04/14/4aa9b0fd-20c7-4890-bc51-00933ceaec50/ENCFF312KDF.bam	https://datasetencode.blob.core.windows.net/dataset/2022/04/14/4aa9b0fd-20c7-4890-bc51-00933ceaec50/ENCFF312KDF.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF631EFY	fastq	fastq		reads		ENCSR922XPO	total RNA-seq	/human-donors/ENCDO287LNQ/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-04-29	ENCODE				1	1_1	101		single-ended					2361332587	Barbara Wold"," Caltech	287ad2f892c67902c3563eeab4033da5	SRA:SRR22522023	https://www.encodeproject.org/files/ENCFF631EFY/@@download/ENCFF631EFY.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2022/03/28/d1f9432a-1609-40fc-8ef0-6e35c6213c22/ENCFF631EFY.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2022/03/28/d1f9432a-1609-40fc-8ef0-6e35c6213c22/ENCFF631EFY.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D					",
"ENCFF820VDH	bam	bam		alignments	GRCh38	ENCSR922XPO	total RNA-seq	/human-donors/ENCDO287LNQ/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-04-29	ENCODE				1	1_1		101					/files/ENCFF631EFY/"," /files/ENCFF598IDH/	2403707687	ENCODE Processing Pipeline	3aba164891a83ea4e1deb4cebddd740d		https://www.encodeproject.org/files/ENCFF820VDH/@@download/ENCFF820VDH.bam	V29			released	s3://encode-public/2022/04/14/c13d9ef6-30c4-4a61-a266-bdf202530472/ENCFF820VDH.bam	https://datasetencode.blob.core.windows.net/dataset/2022/04/14/c13d9ef6-30c4-4a61-a266-bdf202530472/ENCFF820VDH.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF274KWW	bam	bam		transcriptome alignments	GRCh38	ENCSR922XPO	total RNA-seq	/human-donors/ENCDO287LNQ/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-04-29	ENCODE				1	1_1		101					/files/ENCFF631EFY/"," /files/ENCFF598IDH/	1883282705	ENCODE Processing Pipeline	daf1b1d14a47bcc9a8f6d3b391a42685		https://www.encodeproject.org/files/ENCFF274KWW/@@download/ENCFF274KWW.bam	V29			released	s3://encode-public/2022/04/14/f3bc147f-efcc-45d8-96f9-ea72d25f30e1/ENCFF274KWW.bam	https://datasetencode.blob.core.windows.net/dataset/2022/04/14/f3bc147f-efcc-45d8-96f9-ea72d25f30e1/ENCFF274KWW.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF492ZXU	fastq	fastq		reads		ENCSR591ZCN	total RNA-seq	/human-donors/ENCDO739EFE/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-07	ENCODE				1	1_1	101		single-ended					2682939812	Barbara Wold"," Caltech	74a22ef765ad580b1d88547245629ea2	SRA:SRR22521149	https://www.encodeproject.org/files/ENCFF492ZXU/@@download/ENCFF492ZXU.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2022/06/02/753ef990-a0e9-442e-9e4d-77097b3a4a7c/ENCFF492ZXU.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2022/06/02/753ef990-a0e9-442e-9e4d-77097b3a4a7c/ENCFF492ZXU.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D					",
"ENCFF533LYC	bam	bam		alignments	GRCh38	ENCSR591ZCN	total RNA-seq	/human-donors/ENCDO739EFE/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-07	ENCODE				1	1_1		101					/files/ENCFF598IDH/"," /files/ENCFF492ZXU/	2708528654	ENCODE Processing Pipeline	e30a7ff1d3c357a8fe06c183f3c634d5		https://www.encodeproject.org/files/ENCFF533LYC/@@download/ENCFF533LYC.bam	V29			released	s3://encode-public/2022/06/04/b3d938e1-5630-4d13-9afa-d8b89d04493a/ENCFF533LYC.bam	https://datasetencode.blob.core.windows.net/dataset/2022/06/04/b3d938e1-5630-4d13-9afa-d8b89d04493a/ENCFF533LYC.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF067CJJ	bam	bam		transcriptome alignments	GRCh38	ENCSR591ZCN	total RNA-seq	/human-donors/ENCDO739EFE/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-07	ENCODE				1	1_1		101					/files/ENCFF598IDH/"," /files/ENCFF492ZXU/	2258804641	ENCODE Processing Pipeline	c6c3a4ae83d6adc1dc9fb830479380a5		https://www.encodeproject.org/files/ENCFF067CJJ/@@download/ENCFF067CJJ.bam	V29			released	s3://encode-public/2022/06/04/14c8102c-159b-4cf5-82cc-6eb5fd89031c/ENCFF067CJJ.bam	https://datasetencode.blob.core.windows.net/dataset/2022/06/04/14c8102c-159b-4cf5-82cc-6eb5fd89031c/ENCFF067CJJ.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF958QLT	fastq	fastq		reads		ENCSR209TIR	total RNA-seq	/human-donors/ENCDO741BVY/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-03	ENCODE				1	1_1	101		single-ended					2768626474	Barbara Wold"," Caltech	6522ca4d20d57e56a5e2aa2548c2ceac	SRA:SRR22521370	https://www.encodeproject.org/files/ENCFF958QLT/@@download/ENCFF958QLT.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2022/04/15/d4d79f1b-74b2-46b7-938c-c661daf63106/ENCFF958QLT.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2022/04/15/d4d79f1b-74b2-46b7-938c-c661daf63106/ENCFF958QLT.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D					",
"ENCFF965SFD	bam	bam		transcriptome alignments	GRCh38	ENCSR209TIR	total RNA-seq	/human-donors/ENCDO741BVY/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-03	ENCODE				1	1_1		101					/files/ENCFF598IDH/"," /files/ENCFF958QLT/	2296723656	ENCODE Processing Pipeline	dee966c1e445842256a9d1e0d4f56457		https://www.encodeproject.org/files/ENCFF965SFD/@@download/ENCFF965SFD.bam	V29			released	s3://encode-public/2022/05/13/e5497341-6eba-4b20-ba13-3c9785da607b/ENCFF965SFD.bam	https://datasetencode.blob.core.windows.net/dataset/2022/05/13/e5497341-6eba-4b20-ba13-3c9785da607b/ENCFF965SFD.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF360HFH	bam	bam		alignments	GRCh38	ENCSR209TIR	total RNA-seq	/human-donors/ENCDO741BVY/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-03	ENCODE				1	1_1		101					/files/ENCFF598IDH/"," /files/ENCFF958QLT/	2688852477	ENCODE Processing Pipeline	56a9936f5b7d4eb39bb079be875f2387		https://www.encodeproject.org/files/ENCFF360HFH/@@download/ENCFF360HFH.bam	V29			released	s3://encode-public/2022/05/13/a1be939c-e42b-4043-9e8a-f05ece9e2519/ENCFF360HFH.bam	https://datasetencode.blob.core.windows.net/dataset/2022/05/13/a1be939c-e42b-4043-9e8a-f05ece9e2519/ENCFF360HFH.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF412VVJ	fastq	fastq		reads		ENCSR320AJD	total RNA-seq	/human-donors/ENCDO063RHR/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-07	ENCODE				1	1_1	101		single-ended					2581856231	Barbara Wold"," Caltech	3b8c35df77d3f4050dc5371e39e6d222	SRA:SRR22521567	https://www.encodeproject.org/files/ENCFF412VVJ/@@download/ENCFF412VVJ.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2022/06/02/36774d08-28b7-4270-8ae2-34dc857a3b8a/ENCFF412VVJ.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2022/06/02/36774d08-28b7-4270-8ae2-34dc857a3b8a/ENCFF412VVJ.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D					",
"ENCFF922RZD	bam	bam		transcriptome alignments	GRCh38	ENCSR320AJD	total RNA-seq	/human-donors/ENCDO063RHR/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-07	ENCODE				1	1_1		101					/files/ENCFF598IDH/"," /files/ENCFF412VVJ/	2091340026	ENCODE Processing Pipeline	b9c2d7e04d613209ed1f34065da8e6ed		https://www.encodeproject.org/files/ENCFF922RZD/@@download/ENCFF922RZD.bam	V29			released	s3://encode-public/2022/06/04/90f6b6a6-bfd9-4026-a357-287078dcb0cb/ENCFF922RZD.bam	https://datasetencode.blob.core.windows.net/dataset/2022/06/04/90f6b6a6-bfd9-4026-a357-287078dcb0cb/ENCFF922RZD.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF075QYY	bam	bam		alignments	GRCh38	ENCSR320AJD	total RNA-seq	/human-donors/ENCDO063RHR/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-07	ENCODE				1	1_1		101					/files/ENCFF598IDH/"," /files/ENCFF412VVJ/	2554975585	ENCODE Processing Pipeline	84ec1a5a450afbc7d4aac1ca0ce71e82		https://www.encodeproject.org/files/ENCFF075QYY/@@download/ENCFF075QYY.bam	V29			released	s3://encode-public/2022/06/04/e1b6f18e-cece-4f62-97d6-25a1505b49a1/ENCFF075QYY.bam	https://datasetencode.blob.core.windows.net/dataset/2022/06/04/e1b6f18e-cece-4f62-97d6-25a1505b49a1/ENCFF075QYY.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF741LMR	fastq	fastq		reads		ENCSR631GOR	total RNA-seq	/human-donors/ENCDO637GUS/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-03	ENCODE				1	1_1	101		single-ended					2425824333	Barbara Wold"," Caltech	0a269e4b234454d715f3a22f755fde1d	SRA:SRR22521257	https://www.encodeproject.org/files/ENCFF741LMR/@@download/ENCFF741LMR.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2022/04/15/5a0a15bc-1eba-4ded-a12a-ec000ba17d74/ENCFF741LMR.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2022/04/15/5a0a15bc-1eba-4ded-a12a-ec000ba17d74/ENCFF741LMR.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D					",
"ENCFF968XFH	bam	bam		alignments	GRCh38	ENCSR631GOR	total RNA-seq	/human-donors/ENCDO637GUS/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-03	ENCODE				1	1_1		101					/files/ENCFF598IDH/"," /files/ENCFF741LMR/	2449214276	ENCODE Processing Pipeline	dd68939a3866d2509eeae05e99ada802		https://www.encodeproject.org/files/ENCFF968XFH/@@download/ENCFF968XFH.bam	V29			released	s3://encode-public/2022/05/13/952a18c7-1cee-4945-ad5e-8435daae9424/ENCFF968XFH.bam	https://datasetencode.blob.core.windows.net/dataset/2022/05/13/952a18c7-1cee-4945-ad5e-8435daae9424/ENCFF968XFH.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF761SYL	bam	bam		transcriptome alignments	GRCh38	ENCSR631GOR	total RNA-seq	/human-donors/ENCDO637GUS/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-03	ENCODE				1	1_1		101					/files/ENCFF598IDH/"," /files/ENCFF741LMR/	1887817002	ENCODE Processing Pipeline	409c2da1dad1e9a6a674ff4d07148efe		https://www.encodeproject.org/files/ENCFF761SYL/@@download/ENCFF761SYL.bam	V29			released	s3://encode-public/2022/05/13/0b7e43b2-2013-4d86-b9c8-dc6ee410bd1d/ENCFF761SYL.bam	https://datasetencode.blob.core.windows.net/dataset/2022/05/13/0b7e43b2-2013-4d86-b9c8-dc6ee410bd1d/ENCFF761SYL.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF486WMW	fastq	fastq		reads		ENCSR863EIY	total RNA-seq	/human-donors/ENCDO407UTA/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-03	ENCODE				1	1_1	101		single-ended					2415200340	Barbara Wold"," Caltech	903ae89735fdb5627eb6d2596a87df48	SRA:SRR22521883	https://www.encodeproject.org/files/ENCFF486WMW/@@download/ENCFF486WMW.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2022/04/15/ba36fe39-712a-4dbd-b782-bddbb493fb84/ENCFF486WMW.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2022/04/15/ba36fe39-712a-4dbd-b782-bddbb493fb84/ENCFF486WMW.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D					",
"ENCFF770VTQ	bam	bam		alignments	GRCh38	ENCSR863EIY	total RNA-seq	/human-donors/ENCDO407UTA/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-03	ENCODE				1	1_1		101					/files/ENCFF598IDH/"," /files/ENCFF486WMW/	2448470161	ENCODE Processing Pipeline	79c9b8c19c6590d68d51c5cebdfd0061		https://www.encodeproject.org/files/ENCFF770VTQ/@@download/ENCFF770VTQ.bam	V29			released	s3://encode-public/2022/05/13/f4d75944-5cbf-44f1-9afb-1f5de5797357/ENCFF770VTQ.bam	https://datasetencode.blob.core.windows.net/dataset/2022/05/13/f4d75944-5cbf-44f1-9afb-1f5de5797357/ENCFF770VTQ.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF049ITA	bam	bam		transcriptome alignments	GRCh38	ENCSR863EIY	total RNA-seq	/human-donors/ENCDO407UTA/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-03	ENCODE				1	1_1		101					/files/ENCFF598IDH/"," /files/ENCFF486WMW/	1907895793	ENCODE Processing Pipeline	40b22ef52ce993074f33c4413dc8ac15		https://www.encodeproject.org/files/ENCFF049ITA/@@download/ENCFF049ITA.bam	V29			released	s3://encode-public/2022/05/13/97e3d0cb-87ea-4273-9efb-0de3934cf8b8/ENCFF049ITA.bam	https://datasetencode.blob.core.windows.net/dataset/2022/05/13/97e3d0cb-87ea-4273-9efb-0de3934cf8b8/ENCFF049ITA.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF066JNX	fastq	fastq		reads		ENCSR562ORH	total RNA-seq	/human-donors/ENCDO283GDX/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-03	ENCODE				1	1_1	101		single-ended					2583687362	Barbara Wold"," Caltech	5bbabfa88ccfdaf5b0c37a5eca01497f	SRA:SRR22520967	https://www.encodeproject.org/files/ENCFF066JNX/@@download/ENCFF066JNX.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2022/05/10/6f16d03d-346a-4da1-98e2-98c6b3325a2a/ENCFF066JNX.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2022/05/10/6f16d03d-346a-4da1-98e2-98c6b3325a2a/ENCFF066JNX.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D					",
"ENCFF114FZV	bam	bam		transcriptome alignments	GRCh38	ENCSR562ORH	total RNA-seq	/human-donors/ENCDO283GDX/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-03	ENCODE				1	1_1		101					/files/ENCFF066JNX/"," /files/ENCFF598IDH/	2293477808	ENCODE Processing Pipeline	7f10da5c60f664cb1a3a3b51d97306f6		https://www.encodeproject.org/files/ENCFF114FZV/@@download/ENCFF114FZV.bam	V29			released	s3://encode-public/2022/05/13/6342246d-8c96-443f-b1fd-dda6ce2742b5/ENCFF114FZV.bam	https://datasetencode.blob.core.windows.net/dataset/2022/05/13/6342246d-8c96-443f-b1fd-dda6ce2742b5/ENCFF114FZV.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF515WND	bam	bam		alignments	GRCh38	ENCSR562ORH	total RNA-seq	/human-donors/ENCDO283GDX/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-03	ENCODE				1	1_1		101					/files/ENCFF066JNX/"," /files/ENCFF598IDH/	2502621292	ENCODE Processing Pipeline	5346ec0cb8a1d5233a0e36d89690747c		https://www.encodeproject.org/files/ENCFF515WND/@@download/ENCFF515WND.bam	V29			released	s3://encode-public/2022/05/13/f8b703ad-6970-40d0-af96-c0ef73b0a618/ENCFF515WND.bam	https://datasetencode.blob.core.windows.net/dataset/2022/05/13/f8b703ad-6970-40d0-af96-c0ef73b0a618/ENCFF515WND.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF408CEC	fastq	fastq		reads		ENCSR067GOC	total RNA-seq	/human-donors/ENCDO448YMQ/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-07	ENCODE				1	1_1	101		single-ended					2444349947	Barbara Wold"," Caltech	5d02a9518ec051953ecc7fa09a0caac2	SRA:SRR22521014	https://www.encodeproject.org/files/ENCFF408CEC/@@download/ENCFF408CEC.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2022/06/02/0a983c67-3aa2-4d8f-a581-580c4f895bb8/ENCFF408CEC.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2022/06/02/0a983c67-3aa2-4d8f-a581-580c4f895bb8/ENCFF408CEC.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D					",
"ENCFF625PWP	bam	bam		transcriptome alignments	GRCh38	ENCSR067GOC	total RNA-seq	/human-donors/ENCDO448YMQ/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-07	ENCODE				1	1_1		101					/files/ENCFF408CEC/"," /files/ENCFF598IDH/	1947548947	ENCODE Processing Pipeline	eb85625952ff7cea584bb49272458685		https://www.encodeproject.org/files/ENCFF625PWP/@@download/ENCFF625PWP.bam	V29			released	s3://encode-public/2022/06/04/af9e29a7-7f92-49f4-b4fc-5f4f90d0e6bd/ENCFF625PWP.bam	https://datasetencode.blob.core.windows.net/dataset/2022/06/04/af9e29a7-7f92-49f4-b4fc-5f4f90d0e6bd/ENCFF625PWP.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF364DQE	bam	bam		alignments	GRCh38	ENCSR067GOC	total RNA-seq	/human-donors/ENCDO448YMQ/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-07	ENCODE				1	1_1		101					/files/ENCFF408CEC/"," /files/ENCFF598IDH/	2434691368	ENCODE Processing Pipeline	c438a07af0b1dac80fa32a19dea173cc		https://www.encodeproject.org/files/ENCFF364DQE/@@download/ENCFF364DQE.bam	V29			released	s3://encode-public/2022/06/04/f338b540-9a24-497f-b416-f68925a340bc/ENCFF364DQE.bam	https://datasetencode.blob.core.windows.net/dataset/2022/06/04/f338b540-9a24-497f-b416-f68925a340bc/ENCFF364DQE.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF769CTV	fastq	fastq		reads		ENCSR171CLQ	total RNA-seq	/human-donors/ENCDO097MEH/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-03	ENCODE				1	1_1	101		single-ended					3056977467	Barbara Wold"," Caltech	1baf2498f24b053842c729b081d08f35	SRA:SRR22521290	https://www.encodeproject.org/files/ENCFF769CTV/@@download/ENCFF769CTV.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2022/04/15/2d2f51eb-d45a-43c8-b2eb-ddbbea5c9d2a/ENCFF769CTV.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2022/04/15/2d2f51eb-d45a-43c8-b2eb-ddbbea5c9d2a/ENCFF769CTV.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D					",
"ENCFF248CPS	bam	bam		transcriptome alignments	GRCh38	ENCSR171CLQ	total RNA-seq	/human-donors/ENCDO097MEH/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-03	ENCODE				1	1_1		101					/files/ENCFF769CTV/"," /files/ENCFF598IDH/	2667799264	ENCODE Processing Pipeline	06323a471201117263579ae044462c4f		https://www.encodeproject.org/files/ENCFF248CPS/@@download/ENCFF248CPS.bam	V29			released	s3://encode-public/2022/05/13/3ae62944-0a1a-48b0-b031-0ff40272405e/ENCFF248CPS.bam	https://datasetencode.blob.core.windows.net/dataset/2022/05/13/3ae62944-0a1a-48b0-b031-0ff40272405e/ENCFF248CPS.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF559HCY	bam	bam		alignments	GRCh38	ENCSR171CLQ	total RNA-seq	/human-donors/ENCDO097MEH/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-03	ENCODE				1	1_1		101					/files/ENCFF769CTV/"," /files/ENCFF598IDH/	2864011248	ENCODE Processing Pipeline	d62ecc145753a59fd3d6bf914761cdbf		https://www.encodeproject.org/files/ENCFF559HCY/@@download/ENCFF559HCY.bam	V29			released	s3://encode-public/2022/05/13/4f1b4f22-afcb-4676-81d5-ba53c828df66/ENCFF559HCY.bam	https://datasetencode.blob.core.windows.net/dataset/2022/05/13/4f1b4f22-afcb-4676-81d5-ba53c828df66/ENCFF559HCY.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
